author,message,timestamp
@quanphan4929,chỉ là ko khoẻ:)),2:09:53
@DongCu,ad team nó 3 trận gặp rồi đó chiến,2:09:55
@quanphan4929,ko có bay:)),2:11:40
@quanphan4929,nào thiên dực 5 stack,2:11:58
@vyye1812,sv test tướng :)))),2:12:01
@DM09ok,hayyy,2:12:07
@quanphan4929,:)),2:12:08
@Tuantan02,:))),2:12:19
@vyye1812,?,2:12:42
@quanphan4929,gãy kìa:))),2:12:42
@DM09ok,=)) bay kìa,2:12:45
@DM09ok,lên thập tự kiếm đánh thường khỏi phải bay a ơi,2:13:03
@quanphan4929,hài:))),2:13:06
@quanphan4929,bay thế này chết cơm r:)),2:13:26
@vyye1812,ks gaming,2:13:31
@vyye1812,hú vs ai,2:14:00
@DM09ok,anh bay ko trúng chiêu,2:14:36
@quanphan4929,anh là trường hợp đặc biệt:)),2:14:37
@SakaiYukata,phải vào chiêu,2:14:39
@quanphan4929,cụ thể là bay ko vào chiêu hay lướt trúng địch:)),2:15:04
@dungcntt179,"Bay phải chạm đối tượng á anh, lính quái hoặc chiêu thức của Zata",2:15:19
@truongnguyenquang,Quá oke :)),2:15:31
@quanphan4929,nhưng mà lên trời mà bị chia dam thì khê lắm,2:15:54
@quanphan4929,ôi gãy kìa:)))),2:16:10
@DM09ok,mù mắt roi,2:16:10
@DM09ok,vấn đề ADC,2:17:09
@quanphan4929,trả lại zata bay 2 lần của 2023 là mạnh ngay:)),2:17:33
@dungcntt179,ABC 345,2:17:47
@quanphan4929,vấn đề kĩ...trang bị:)),2:17:56
@dungcntt179,Lúc trước là chỉ bay vào chiêu thức mới là bay vào lính quái hoặc tướng địch đều được nên nó mạnh,2:18:58
@quanphan4929,ơ bay luôn anh Chiến:)),2:19:07
@quanphan4929,bay luôn vào đổi mạng Raz đc mà:)),2:19:28
@dungcntt179,Bay mịa 1 sao của team rồi :))),2:19:32
@quanphan4929,nó biết mất bay nó vào bắt yena:)),2:20:06
@quanphan4929,bay ko sát thương luôn:)),2:21:13
@khongphaiviet,Như muối bỏ biển,2:21:26
@quanphan4929,gươm hiền triết bắt tích :)),2:22:28
@quanphan4929,cái này cho tích vào lính thì ngon,2:22:53
@tunguyenngoc7913,giáo án zata gươm tận thế cho cánh cụt,2:23:11
@quanphan4929,có đồ r:)),2:24:02
@quanphan4929,thêm cái vương miện bay chết tarra luôn:)),2:24:23
@quanphan4929,mic lên:)),2:24:48
@quanphan4929,mù mắt r:)),2:25:16
@quanphan4929,sp lỏ:)),2:25:44
@dungcntt179,Bay mịa 1 sao của team,2:25:44
@nguyenphong-e3o1d,đúng hết thời ,2:26:03
